Q_Analog,Q_Boolean,I_Analog,I_Boolean,bit0,bit1,bit2,bit3
-0.967373151,11100000000000000000000000000000,0.27827582,11111111111111111110000000000000,0,0,1,1
0.265825768,11111111111111111100000000000000,0.47265011,11111111111111111111111100000000,1,1,1,1
0.931723329,11111111111111111111111111110000,0.99540228,11111111111111111111111111111100,1,0,1,0
0.389861625,11111111111111111111111000000000,0.28465204,11111111111111111110000000000000,1,1,1,1
-0.91109445,11111000000000000000000000000000,-0.34322466,11111111111000000000000000000000,0,0,0,1
0.964405926,11111111111111111111111111111000,0.33047043,11111111111111111111100000000000,1,0,1,1
-0.926840349,11111000000000000000000000000000,0.93944919,11111111111111111111111111110000,0,0,1,0
0.372326724,11111111111111111111110000000000,0.28521886,11111111111111111110000000000000,1,1,1,1
0.935211058,11111111111111111111111111110000,0.90852461,11111111111111111111111111100000,1,0,1,0
-0.834066557,11111110000000000000000000000000,-0.28878918,11111111111110000000000000000000,0,0,0,1
0.43959757,11111111111111111111111100000000,-0.90994132,11111000000000000000000000000000,1,1,0,0
-0.932448223,11110000000000000000000000000000,-0.88579812,11111100000000000000000000000000,0,0,0,0
-0.857915486,11111110000000000000000000000000,0.22147068,11111111111111111000000000000000,0,0,1,1
-0.293681124,11111111111110000000000000000000,-0.21054946,11111111111111110000000000000000,0,1,0,1
-1.005015766,10000000000000000000000000000000,0.96082367,11111111111111111111111111111000,0,0,1,0
0.954463034,11111111111111111111111111111000,-0.92598976,11111000000000000000000000000000,1,0,0,0
1.060377681,11111111111111111111111111111111,-0.31228611,11111111111100000000000000000000,1,0,0,1
0.864448314,11111111111111111111111110000000,0.94681029,11111111111111111111111111110000,1,0,1,0
-0.250008309,11111111111111000000000000000000,0.32636867,11111111111111111111100000000000,0,1,1,1
-0.850113546,11111110000000000000000000000000,0.98780222,11111111111111111111111111111100,0,0,1,0
0.214989257,11111111111111110000000000000000,0.22363388,11111111111111111000000000000000,1,1,1,1
0.442035716,11111111111111111111111100000000,-0.40011723,11111111100000000000000000000000,1,1,0,1
0.322243948,11111111111111111111000000000000,0.24515279,11111111111111111000000000000000,1,1,1,1
-0.894157652,11111100000000000000000000000000,0.95085553,11111111111111111111111111111000,0,0,1,0
-0.844401237,11111110000000000000000000000000,0.89096841,11111111111111111111111111000000,0,0,1,0
0.394796298,11111111111111111111111000000000,0.94838269,11111111111111111111111111110000,1,1,1,0
0.329285787,11111111111111111111100000000000,-0.27069072,11111111111111000000000000000000,1,1,0,1
-0.97836426,11000000000000000000000000000000,0.99953535,11111111111111111111111111111110,0,0,1,0
-0.22752696,11111111111111100000000000000000,-0.24356796,11111111111111100000000000000000,0,1,0,1
-1.027726504,10000000000000000000000000000000,-0.76130714,11111111000000000000000000000000,0,0,0,0
0.978076029,11111111111111111111111111111100,-0.41131204,11111111000000000000000000000000,1,0,0,1
-0.209313844,11111111111111100000000000000000,0.38190022,11111111111111111111111000000000,0,1,1,1
0.435743186,11111111111111111111111100000000,-0.22185732,11111111111111100000000000000000,1,1,0,1
-0.904941375,11111100000000000000000000000000,0.35638,11111111111111111111110000000000,0,0,1,1
0.383878737,11111111111111111111111000000000,-0.2039405,11111111111111110000000000000000,1,1,0,1
-0.325685109,11111111111000000000000000000000,-0.88630959,11111100000000000000000000000000,0,1,0,0
-0.932170382,11110000000000000000000000000000,-0.35425781,11111111110000000000000000000000,0,0,0,1
-0.436735926,11111111000000000000000000000000,-0.35229632,11111111110000000000000000000000,0,1,0,1
-0.349214903,11111111110000000000000000000000,-1.06502516,00000000000000000000000000000000,0,1,0,0
-0.39741431,11111111100000000000000000000000,1.03661675,11111111111111111111111111111111,0,1,1,0
0.391838626,11111111111111111111111000000000,-0.36465107,11111111110000000000000000000000,1,1,0,1
-0.402552414,11111111100000000000000000000000,0.36293914,11111111111111111111110000000000,0,1,1,1
-1.059822044,00000000000000000000000000000000,0.20647919,11111111111111111000000000000000,0,0,1,1
-0.468258442,11111111000000000000000000000000,0.38078842,11111111111111111111111000000000,0,1,1,1
-0.3581834,11111111110000000000000000000000,-0.31999212,11111111111100000000000000000000,0,1,0,1
-0.357997833,11111111110000000000000000000000,0.36551899,11111111111111111111110000000000,0,1,1,1
0.415963856,11111111111111111111111100000000,0.37981486,11111111111111111111111000000000,1,1,1,1
-0.419028555,11111111000000000000000000000000,-0.33064954,11111111111000000000000000000000,0,1,0,1
0.221531389,11111111111111111000000000000000,-0.97449188,11000000000000000000000000000000,1,1,0,0
-0.850340838,11111110000000000000000000000000,0.27699173,11111111111111111100000000000000,0,0,1,1
-0.751207653,11111111000000000000000000000000,1.02617944,11111111111111111111111111111110,0,0,1,0
0.359539661,11111111111111111111110000000000,-0.88662012,11111100000000000000000000000000,1,1,0,0
-0.832073175,11111110000000000000000000000000,-0.91460601,11111000000000000000000000000000,0,0,0,0
0.791930199,11111111111111111111111100000000,1.02875167,11111111111111111111111111111110,1,0,1,0
0.342313037,11111111111111111111100000000000,-1.00379511,10000000000000000000000000000000,1,1,0,0
-0.353425897,11111111110000000000000000000000,0.5360934,11111111111111111111111100000000,0,1,1,1
-1.001653644,10000000000000000000000000000000,0.20336984,11111111111111111000000000000000,0,0,1,1
0.934302161,11111111111111111111111111110000,-0.9145835,11111000000000000000000000000000,1,0,0,0
0.238444756,11111111111111111000000000000000,-0.36815801,11111111110000000000000000000000,1,1,0,1
-0.329598732,11111111111000000000000000000000,-0.98825244,11000000000000000000000000000000,0,1,0,0
-0.939527666,11110000000000000000000000000000,0.95732697,11111111111111111111111111111000,0,0,1,0
0.91483694,11111111111111111111111111100000,0.87711395,11111111111111111111111111000000,1,0,1,0
0.936636037,11111111111111111111111111110000,-1.02856832,00000000000000000000000000000000,1,0,0,0
-0.997462614,10000000000000000000000000000000,-1.09094201,00000000000000000000000000000000,0,0,0,0
-0.946999652,11110000000000000000000000000000,0.2810783,11111111111111111110000000000000,0,0,1,1
-0.948988964,11110000000000000000000000000000,0.3335585,11111111111111111111100000000000,0,0,1,1
-0.919285583,11111000000000000000000000000000,-0.90325886,11111000000000000000000000000000,0,0,0,0
1.059231202,11111111111111111111111111111111,-0.82285194,11111110000000000000000000000000,1,0,0,0
-0.375558048,11111111100000000000000000000000,-0.90792914,11111000000000000000000000000000,0,1,0,0
-0.351824575,11111111110000000000000000000000,0.9610729,11111111111111111111111111111000,0,1,1,0
0.95779233,11111111111111111111111111111000,1.0070379,11111111111111111111111111111110,1,0,1,0
-1.032497025,00000000000000000000000000000000,0.90955821,11111111111111111111111111100000,0,0,1,0
-0.871887255,11111110000000000000000000000000,-0.88253714,11111100000000000000000000000000,0,0,0,0
0.945285978,11111111111111111111111111110000,-0.91530239,11111000000000000000000000000000,1,0,0,0
-0.383601946,11111111100000000000000000000000,-0.76888373,11111111000000000000000000000000,0,1,0,0
-0.209141212,11111111111111100000000000000000,0.88704831,11111111111111111111111111000000,0,1,1,0
-0.951006101,11100000000000000000000000000000,1.07545286,11111111111111111111111111111111,0,0,1,0
-0.985629097,11000000000000000000000000000000,0.37800295,11111111111111111111111000000000,0,0,1,1
0.369848089,11111111111111111111110000000000,-0.26407774,11111111111111000000000000000000,1,1,0,1
-0.851214575,11111110000000000000000000000000,-0.21831617,11111111111111100000000000000000,0,0,0,1
-0.392639162,11111111100000000000000000000000,-0.3302243,11111111111000000000000000000000,0,1,0,1
-0.39195533,11111111100000000000000000000000,0.39631814,11111111111111111111111000000000,0,1,1,1
-0.316961999,11111111111100000000000000000000,-0.30207769,11111111111110000000000000000000,0,1,0,1
-0.374162363,11111111100000000000000000000000,0.96402886,11111111111111111111111111111000,0,1,1,0
1.037496772,11111111111111111111111111111111,1.03519889,11111111111111111111111111111111,1,0,1,0
0.370442977,11111111111111111111110000000000,1.0236921,11111111111111111111111111111110,1,1,1,0
-0.828765425,11111110000000000000000000000000,0.32893516,11111111111111111111100000000000,0,0,1,1
1.03810964,11111111111111111111111111111111,0.91465559,11111111111111111111111111100000,1,0,1,0
-0.506591583,11111111000000000000000000000000,-0.94998563,11100000000000000000000000000000,0,1,0,0
0.352013144,11111111111111111111110000000000,0.39701661,11111111111111111111111000000000,1,1,1,1
-0.954475081,11100000000000000000000000000000,-0.33969321,11111111111000000000000000000000,0,0,0,1
-1.013788763,10000000000000000000000000000000,0.2036811,11111111111111111000000000000000,0,0,1,1
1.0210187,11111111111111111111111111111110,-0.89538205,11111100000000000000000000000000,1,0,0,0
0.850268118,11111111111111111111111110000000,-0.28224841,11111111111110000000000000000000,1,0,0,1
-0.33681069,11111111111000000000000000000000,-0.25433762,11111111111111000000000000000000,0,1,0,1
0.180695461,11111111111111110000000000000000,0.42835793,11111111111111111111111100000000,1,1,1,1
-0.415070114,11111111000000000000000000000000,0.23246897,11111111111111111000000000000000,0,1,1,1
-0.919312821,11111000000000000000000000000000,-0.28913015,11111111111110000000000000000000,0,0,0,1
0.929220148,11111111111111111111111111100000,-0.25561312,11111111111111000000000000000000,1,0,0,1
0.225105385,11111111111111111000000000000000,-0.30180621,11111111111110000000000000000000,1,1,0,1
0.886430667,11111111111111111111111111000000,-0.31135433,11111111111100000000000000000000,1,0,0,1
0.297178304,11111111111111111110000000000000,0.31110009,11111111111111111111000000000000,1,1,1,1
0.356706744,11111111111111111111110000000000,0.94812651,11111111111111111111111111110000,1,1,1,0
-1.026820176,10000000000000000000000000000000,0.78935896,11111111111111111111111100000000,0,0,1,0
0.868698753,11111111111111111111111110000000,-0.89441775,11111100000000000000000000000000,1,0,0,0
-0.937600631,11110000000000000000000000000000,0.41488588,11111111111111111111111100000000,0,0,1,1
-0.369590675,11111111100000000000000000000000,-0.33501418,11111111111000000000000000000000,0,1,0,1
0.408175816,11111111111111111111111000000000,0.33596674,11111111111111111111100000000000,1,1,1,1
-0.346362642,11111111110000000000000000000000,-0.36465436,11111111110000000000000000000000,0,1,0,1
-0.900317623,11111100000000000000000000000000,0.96234643,11111111111111111111111111111000,0,0,1,0
-0.98866271,11000000000000000000000000000000,-0.21933099,11111111111111100000000000000000,0,0,0,1
-0.864877743,11111110000000000000000000000000,0.74424286,11111111111111111111111100000000,0,0,1,0
-0.950362832,11100000000000000000000000000000,0.34994954,11111111111111111111110000000000,0,0,1,1
-0.979620844,11000000000000000000000000000000,1.00551918,11111111111111111111111111111110,0,0,1,0
0.925300456,11111111111111111111111111100000,-0.79781371,11111111000000000000000000000000,1,0,0,0
-0.200851789,11111111111111100000000000000000,-0.36734402,11111111110000000000000000000000,0,1,0,1
0.738787462,11111111111111111111111100000000,0.92754776,11111111111111111111111111100000,1,0,1,0
0.23968438,11111111111111111000000000000000,0.85621842,11111111111111111111111110000000,1,1,1,0
0.389461376,11111111111111111111111000000000,-0.35625512,11111111110000000000000000000000,1,1,0,1
0.96202416,11111111111111111111111111111000,-0.2373146,11111111111111100000000000000000,1,0,0,1
0.338887225,11111111111111111111100000000000,-0.87605,11111100000000000000000000000000,1,1,0,0
-0.453395393,11111111000000000000000000000000,-1.09810229,00000000000000000000000000000000,0,1,0,0
0.833433489,11111111111111111111111110000000,-0.2441245,11111111111111100000000000000000,1,0,0,1
0.178449494,11111111111111110000000000000000,-0.31928596,11111111111100000000000000000000,1,1,0,1
-0.183790139,11111111111111110000000000000000,-0.90722401,11111000000000000000000000000000,0,1,0,0
0.899217468,11111111111111111111111111000000,-1.02910475,00000000000000000000000000000000,1,0,0,0
0.882767331,11111111111111111111111111000000,0.2174598,11111111111111111000000000000000,1,0,1,1
0.962585603,11111111111111111111111111111000,0.92391377,11111111111111111111111111100000,1,0,1,0
1.018433264,11111111111111111111111111111110,1.01211363,11111111111111111111111111111110,1,0,1,0
0.140628364,11111111111111110000000000000000,-1.026413,10000000000000000000000000000000,1,1,0,0
-0.35955464,11111111110000000000000000000000,1.01519739,11111111111111111111111111111110,0,1,1,0
-0.969156452,11100000000000000000000000000000,0.86110315,11111111111111111111111110000000,0,0,1,0
0.288919442,11111111111111111110000000000000,0.94239118,11111111111111111111111111110000,1,1,1,0
-0.93348934,11110000000000000000000000000000,0.28591305,11111111111111111110000000000000,0,0,1,1
1.052828185,11111111111111111111111111111111,-0.92187688,11111000000000000000000000000000,1,0,0,0
-0.448684524,11111111000000000000000000000000,-0.89144393,11111100000000000000000000000000,0,1,0,0
0.283809221,11111111111111111110000000000000,-1.00813486,10000000000000000000000000000000,1,1,0,0
0.902672394,11111111111111111111111111000000,-1.0386053,00000000000000000000000000000000,1,0,0,0
0.297625085,11111111111111111110000000000000,0.33949202,11111111111111111111100000000000,1,1,1,1
-0.682071992,11111111000000000000000000000000,0.36037875,11111111111111111111110000000000,0,0,1,1
0.395268403,11111111111111111111111000000000,-0.20411606,11111111111111110000000000000000,1,1,0,1
1.000598116,11111111111111111111111111111110,1.01021911,11111111111111111111111111111110,1,0,1,0
0.390208991,11111111111111111111111000000000,-0.32394069,11111111111000000000000000000000,1,1,0,1
-1.038883129,00000000000000000000000000000000,-0.99811009,10000000000000000000000000000000,0,0,0,0
-1.054016361,00000000000000000000000000000000,-0.27186095,11111111111111000000000000000000,0,0,0,1
0.353515479,11111111111111111111110000000000,-0.24740385,11111111111111100000000000000000,1,1,0,1
0.324152764,11111111111111111111100000000000,-0.43822141,11111111000000000000000000000000,1,1,0,1
0.346839338,11111111111111111111110000000000,-0.3277605,11111111111000000000000000000000,1,1,0,1
-0.982534914,11000000000000000000000000000000,-0.33092178,11111111111000000000000000000000,0,0,0,1
-0.991061253,11000000000000000000000000000000,-0.38716654,11111111100000000000000000000000,0,0,0,1
-0.336301471,11111111111000000000000000000000,0.38228166,11111111111111111111111000000000,0,1,1,1
-0.281217853,11111111111110000000000000000000,-0.24206252,11111111111111100000000000000000,0,1,0,1
0.325871265,11111111111111111111100000000000,0.31586893,11111111111111111111000000000000,1,1,1,1
-1.026374797,10000000000000000000000000000000,-0.27614491,11111111111111000000000000000000,0,0,0,1
-0.289113373,11111111111110000000000000000000,-0.93948926,11110000000000000000000000000000,0,1,0,0
0.390054123,11111111111111111111111000000000,0.96194569,11111111111111111111111111111000,1,1,1,0
0.989924595,11111111111111111111111111111100,-0.97412771,11000000000000000000000000000000,1,0,0,0
-0.366187753,11111111110000000000000000000000,0.36140202,11111111111111111111110000000000,0,1,1,1
0.201181869,11111111111111110000000000000000,0.34866604,11111111111111111111110000000000,1,1,1,1
0.833440644,11111111111111111111111110000000,-0.95161075,11100000000000000000000000000000,1,0,0,0
0.96337322,11111111111111111111111111111000,1.02867776,11111111111111111111111111111110,1,0,1,0
1.003248686,11111111111111111111111111111110,1.07295782,11111111111111111111111111111111,1,0,1,0
0.928707344,11111111111111111111111111100000,-0.95998778,11100000000000000000000000000000,1,0,0,0
-0.416512442,11111111000000000000000000000000,-0.98657684,11000000000000000000000000000000,0,1,0,0
0.871199905,11111111111111111111111110000000,-0.25196841,11111111111111100000000000000000,1,0,0,1
0.391400502,11111111111111111111111000000000,0.91458213,11111111111111111111111111100000,1,1,1,0
-0.888780434,11111100000000000000000000000000,-0.22403448,11111111111111100000000000000000,0,0,0,1
-0.362791788,11111111110000000000000000000000,-1.05804164,00000000000000000000000000000000,0,1,0,0
-0.242094768,11111111111111100000000000000000,-1.01090583,10000000000000000000000000000000,0,1,0,0
-0.367381566,11111111110000000000000000000000,-0.31657849,11111111111100000000000000000000,0,1,0,1
0.318650418,11111111111111111111000000000000,-0.92942833,11110000000000000000000000000000,1,1,0,0
-0.871715756,11111110000000000000000000000000,-0.85007696,11111110000000000000000000000000,0,0,0,0
0.389335987,11111111111111111111111000000000,0.1855325,11111111111111110000000000000000,1,1,1,1
0.83053754,11111111111111111111111110000000,0.29239686,11111111111111111110000000000000,1,0,1,1
-0.988751229,11000000000000000000000000000000,1.00776792,11111111111111111111111111111110,0,0,1,0
0.270446853,11111111111111111100000000000000,0.86701697,11111111111111111111111110000000,1,1,1,0
-0.956536436,11100000000000000000000000000000,-0.29603224,11111111111110000000000000000000,0,0,0,1
0.29078332,11111111111111111110000000000000,0.29494647,11111111111111111110000000000000,1,1,1,1
-0.324025811,11111111111000000000000000000000,-0.99944155,10000000000000000000000000000000,0,1,0,0
-0.97706546,11000000000000000000000000000000,0.29977606,11111111111111111111000000000000,0,0,1,1
0.896873527,11111111111111111111111111000000,-0.24524369,11111111111111100000000000000000,1,0,0,1
0.930819739,11111111111111111111111111110000,-0.99009126,11000000000000000000000000000000,1,0,0,0
-0.3270769,11111111111000000000000000000000,0.20959856,11111111111111111000000000000000,0,1,1,1
0.293125764,11111111111111111110000000000000,-0.86059893,11111110000000000000000000000000,1,1,0,0
0.3515039,11111111111111111111110000000000,-0.32553831,11111111111000000000000000000000,1,1,0,1
0.771050075,11111111111111111111111100000000,0.99913858,11111111111111111111111111111110,1,0,1,0
0.952665988,11111111111111111111111111111000,1.08327292,11111111111111111111111111111111,1,0,1,0
0.313270359,11111111111111111111000000000000,-0.35406395,11111111110000000000000000000000,1,1,0,1
-0.298682001,11111111111110000000000000000000,-1.05947026,00000000000000000000000000000000,0,1,0,0
0.389488894,11111111111111111111111000000000,0.83921669,11111111111111111111111110000000,1,1,1,0
-0.867338555,11111110000000000000000000000000,-0.91737132,11111000000000000000000000000000,0,0,0,0
0.366882992,11111111111111111111110000000000,-0.4428302,11111111000000000000000000000000,1,1,0,1
0.994333106,11111111111111111111111111111100,1.01016735,11111111111111111111111111111110,1,0,1,0
0.966142441,11111111111111111111111111111000,0.94585225,11111111111111111111111111110000,1,0,1,0
0.349333215,11111111111111111111110000000000,-0.33799354,11111111111000000000000000000000,1,1,0,1
1.03852354,11111111111111111111111111111111,0.29600023,11111111111111111110000000000000,1,0,1,1
-0.22751504,11111111111111100000000000000000,0.31037097,11111111111111111111000000000000,0,1,1,1
-0.366455072,11111111110000000000000000000000,0.34343922,11111111111111111111110000000000,0,1,1,1
-0.976979528,11000000000000000000000000000000,-0.96069897,11100000000000000000000000000000,0,0,0,0
-0.955126931,11100000000000000000000000000000,0.26475011,11111111111111111100000000000000,0,0,1,1
-0.862609621,11111110000000000000000000000000,-0.94188842,11110000000000000000000000000000,0,0,0,0
-0.272265271,11111111111111000000000000000000,-1.02828734,10000000000000000000000000000000,0,1,0,0
0.233185697,11111111111111111000000000000000,0.27696548,11111111111111111100000000000000,1,1,1,1
-0.838294609,11111110000000000000000000000000,-0.25547562,11111111111111000000000000000000,0,0,0,1
0.908883418,11111111111111111111111111100000,-1.05633144,00000000000000000000000000000000,1,0,0,0
-0.982421397,11000000000000000000000000000000,-0.35346394,11111111110000000000000000000000,0,0,0,1
0.970180028,11111111111111111111111111111000,-0.10662598,11111111111111110000000000000000,1,0,0,1
0.938816765,11111111111111111111111111110000,0.83313735,11111111111111111111111110000000,1,0,1,0
0.840717962,11111111111111111111111110000000,-0.14359117,11111111111111110000000000000000,1,0,0,1
-0.265814337,11111111111111000000000000000000,-0.96444407,11100000000000000000000000000000,0,1,0,0
-0.911003668,11111000000000000000000000000000,-0.08394692,11111111111111110000000000000000,0,0,0,1
0.974781191,11111111111111111111111111111100,-0.30973452,11111111111100000000000000000000,1,0,0,1
0.185531493,11111111111111110000000000000000,-0.27091514,11111111111111000000000000000000,1,1,0,1
-0.81960837,11111111000000000000000000000000,-0.81606497,11111111000000000000000000000000,0,0,0,0
0.280663534,11111111111111111100000000000000,0.4451553,11111111111111111111111100000000,1,1,1,1
0.302172762,11111111111111111110000000000000,-0.47073759,11111111000000000000000000000000,1,1,0,1
-0.2534044,11111111111111000000000000000000,0.25902621,11111111111111111100000000000000,0,1,1,1
-0.967982561,11100000000000000000000000000000,-0.24944641,11111111111111100000000000000000,0,0,0,1
1.056740914,11111111111111111111111111111111,0.9081309,11111111111111111111111111100000,1,0,1,0
1.013554238,11111111111111111111111111111110,0.3338543,11111111111111111111100000000000,1,0,1,1
-0.991226074,11000000000000000000000000000000,-0.87243234,11111100000000000000000000000000,0,0,0,0
-0.962768423,11100000000000000000000000000000,0.97001881,11111111111111111111111111111000,0,0,1,0
-1.087811761,00000000000000000000000000000000,-0.98968904,11000000000000000000000000000000,0,0,0,0
0.951925793,11111111111111111111111111111000,0.8228693,11111111111111111111111110000000,1,0,1,0
-0.313891211,11111111111100000000000000000000,-0.95325807,11100000000000000000000000000000,0,1,0,0
0.840806349,11111111111111111111111110000000,-0.38329801,11111111100000000000000000000000,1,0,0,1
-0.88690574,11111100000000000000000000000000,-0.29951749,11111111111110000000000000000000,0,0,0,1
-0.813117662,11111111000000000000000000000000,-0.25389656,11111111111111000000000000000000,0,0,0,1
0.284694922,11111111111111111110000000000000,-0.3109917,11111111111100000000000000000000,1,1,0,1
0.260404697,11111111111111111100000000000000,0.34541505,11111111111111111111110000000000,1,1,1,1
-0.343910407,11111111110000000000000000000000,-0.81640303,11111111000000000000000000000000,0,1,0,0
-0.321927499,11111111111100000000000000000000,0.2323072,11111111111111111000000000000000,0,1,1,1
-1.01105227,10000000000000000000000000000000,-0.25455146,11111111111111000000000000000000,0,0,0,1
0.939045558,11111111111111111111111111110000,0.28671347,11111111111111111110000000000000,1,0,1,1
0.94281497,11111111111111111111111111110000,-0.34272449,11111111111000000000000000000000,1,0,0,1
-0.916520169,11111000000000000000000000000000,-0.97188607,11000000000000000000000000000000,0,0,0,0
0.391509091,11111111111111111111111000000000,0.36542702,11111111111111111111110000000000,1,1,1,1
0.892037216,11111111111111111111111111000000,-0.80126731,11111111000000000000000000000000,1,0,0,0
1.022041971,11111111111111111111111111111110,0.39408762,11111111111111111111111000000000,1,0,1,1
-0.15574372,11111111111111110000000000000000,0.95138552,11111111111111111111111111111000,0,1,1,0
-0.955268025,11100000000000000000000000000000,-0.89473243,11111100000000000000000000000000,0,0,0,0
-1.011259157,10000000000000000000000000000000,0.29358896,11111111111111111110000000000000,0,0,1,1
-0.405028988,11111111100000000000000000000000,-0.96399844,11100000000000000000000000000000,0,1,0,0
-0.993445044,11000000000000000000000000000000,-0.33421305,11111111111000000000000000000000,0,0,0,1
0.274412107,11111111111111111100000000000000,0.33311857,11111111111111111111100000000000,1,1,1,1
0.364126685,11111111111111111111110000000000,-0.9172921,11111000000000000000000000000000,1,1,0,0
0.891902054,11111111111111111111111111000000,0.98990736,11111111111111111111111111111100,1,0,1,0
-0.969508293,11100000000000000000000000000000,-0.27679283,11111111111111000000000000000000,0,0,0,1
0.35350997,11111111111111111111110000000000,0.25780903,11111111111111111100000000000000,1,1,1,1
-0.948246303,11110000000000000000000000000000,-0.92963817,11110000000000000000000000000000,0,0,0,0
0.407674963,11111111111111111111111000000000,-0.3210536,11111111111100000000000000000000,1,1,0,1
0.843911072,11111111111111111111111110000000,-0.31400808,11111111111100000000000000000000,1,0,0,1
0.309978018,11111111111111111111000000000000,-0.98762036,11000000000000000000000000000000,1,1,0,0
0.898283881,11111111111111111111111111000000,0.16341013,11111111111111110000000000000000,1,0,1,1
-0.426275294,11111111000000000000000000000000,0.91746522,11111111111111111111111111100000,0,1,1,0
0.974621403,11111111111111111111111111111100,0.28022238,11111111111111111110000000000000,1,0,1,1
0.89973618,11111111111111111111111111000000,-0.30714201,11111111111100000000000000000000,1,0,0,1
-0.963014404,11100000000000000000000000000000,0.27341711,11111111111111111100000000000000,0,0,1,1
0.297179024,11111111111111111110000000000000,-0.92446859,11111000000000000000000000000000,1,1,0,0
-0.972575586,11000000000000000000000000000000,-0.86541673,11111110000000000000000000000000,0,0,0,0
0.970482359,11111111111111111111111111111000,0.34145202,11111111111111111111100000000000,1,0,1,1
0.303925517,11111111111111111111000000000000,-0.30261024,11111111111100000000000000000000,1,1,0,1
0.268688052,11111111111111111100000000000000,-0.28864137,11111111111110000000000000000000,1,1,0,1
0.994996967,11111111111111111111111111111100,-0.88631518,11111100000000000000000000000000,1,0,0,0
-0.300794928,11111111111100000000000000000000,0.91561359,11111111111111111111111111100000,0,1,1,0
0.254901527,11111111111111111000000000000000,0.39342345,11111111111111111111111000000000,1,1,1,1
-0.470677514,11111111000000000000000000000000,-0.35416851,11111111110000000000000000000000,0,1,0,1
0.308163197,11111111111111111111000000000000,-0.34279011,11111111111000000000000000000000,1,1,0,1
0.947088616,11111111111111111111111111110000,-0.20741928,11111111111111110000000000000000,1,0,0,1
-0.221503143,11111111111111100000000000000000,0.36366154,11111111111111111111110000000000,0,1,1,1
0.273072732,11111111111111111100000000000000,-0.87795444,11111100000000000000000000000000,1,1,0,0
-0.272600775,11111111111111000000000000000000,-0.99438372,10000000000000000000000000000000,0,1,0,0
0.851388027,11111111111111111111111110000000,-0.3955527,11111111100000000000000000000000,1,0,0,1
-0.284861675,11111111111110000000000000000000,-0.85235622,11111110000000000000000000000000,0,1,0,0
1.073764369,11111111111111111111111111111111,-0.81786448,11111110000000000000000000000000,1,0,0,0
-0.876950068,11111100000000000000000000000000,0.38483747,11111111111111111111111000000000,0,0,1,1
-0.996682893,11000000000000000000000000000000,0.91724241,11111111111111111111111111100000,0,0,1,0
0.945599372,11111111111111111111111111110000,0.38914168,11111111111111111111111000000000,1,0,1,1
1.099231333,11111111111111111111111111111111,0.36420612,11111111111111111111110000000000,1,0,1,1
0.934543443,11111111111111111111111111110000,0.35883866,11111111111111111111110000000000,1,0,1,1
0.336461341,11111111111111111111100000000000,-0.4399572,11111111000000000000000000000000,1,1,0,1
0.381183183,11111111111111111111111000000000,-0.94280022,11110000000000000000000000000000,1,1,0,0
0.819993758,11111111111111111111111100000000,0.26204904,11111111111111111100000000000000,1,0,1,1
1.010281591,11111111111111111111111111111110,0.30914515,11111111111111111111000000000000,1,0,1,1
0.962070988,11111111111111111111111111111000,0.8043218,11111111111111111111111100000000,1,0,1,0
-0.86500737,11111110000000000000000000000000,-0.30163237,11111111111110000000000000000000,0,0,0,1
0.296024317,11111111111111111110000000000000,0.32487588,11111111111111111111100000000000,1,1,1,1
-0.324848939,11111111111000000000000000000000,-0.25221772,11111111111111100000000000000000,0,1,0,1
0.268651603,11111111111111111100000000000000,-0.87082229,11111110000000000000000000000000,1,1,0,0
0.872014421,11111111111111111111111110000000,0.85587934,11111111111111111111111110000000,1,0,1,0
0.265851663,11111111111111111100000000000000,-0.3221262,11111111111100000000000000000000,1,1,0,1
-0.437212662,11111111000000000000000000000000,1.01991778,11111111111111111111111111111110,0,1,1,0
0.920414226,11111111111111111111111111100000,-0.31923188,11111111111100000000000000000000,1,0,0,1
-0.835237635,11111110000000000000000000000000,0.95846562,11111111111111111111111111111000,0,0,1,0
-0.257826234,11111111111111000000000000000000,0.27815635,11111111111111111110000000000000,0,1,1,1
0.262908872,11111111111111111100000000000000,-0.40230966,11111111100000000000000000000000,1,1,0,1
-0.996599498,11000000000000000000000000000000,0.35162852,11111111111111111111110000000000,0,0,1,1
0.154717827,11111111111111110000000000000000,-1.09886799,00000000000000000000000000000000,1,1,0,0
-1.012299114,10000000000000000000000000000000,-0.44575179,11111111000000000000000000000000,0,0,0,1
0.943405748,11111111111111111111111111110000,0.99712082,11111111111111111111111111111100,1,0,1,0
0.296204216,11111111111111111110000000000000,-0.25805214,11111111111111000000000000000000,1,1,0,1
-0.953842927,11100000000000000000000000000000,-1.05244196,00000000000000000000000000000000,0,0,0,0
-0.302172713,11111111111100000000000000000000,-0.2816674,11111111111110000000000000000000,0,1,0,1
0.889137868,11111111111111111111111111000000,-0.30075354,11111111111110000000000000000000,1,0,0,1
-0.251491857,11111111111111000000000000000000,0.34090632,11111111111111111111100000000000,0,1,1,1
0.877258896,11111111111111111111111110000000,-0.95800096,11100000000000000000000000000000,1,0,0,0
-0.333941634,11111111111000000000000000000000,-0.26785489,11111111111111000000000000000000,0,1,0,1
-0.904914826,11111100000000000000000000000000,0.26664152,11111111111111111100000000000000,0,0,1,1
-0.314360414,11111111111100000000000000000000,0.42393565,11111111111111111111111100000000,0,1,1,1
0.390716918,11111111111111111111111000000000,0.39691497,11111111111111111111111000000000,1,1,1,1
