I,Q,bit0,bit1,bit2,bit3
-1.2629038552825271,0.7051685681074709,1,0,0,0
1.3615285132330817,0.44502818393331656,1,0,1,0
-1.1160598325455962,1.375816035034179,1,0,0,0
-0.512254334412891,-0.9718016336909776,0,0,0,1
0.27651995482327574,-1.0952124058840387,0,0,1,0
-1.1417196072196452,0.8229079621871552,1,0,0,0
0.3362585265356757,1.5358465661752279,1,0,1,1
1.2184418767680365,-1.1481376019111533,0,0,1,0
-0.6354044462326064,0.5394070038850114,1,1,0,0
0.49124738963867176,0.5965540681131334,1,1,1,0
-0.36033391298267775,0.8619276200184938,1,0,0,1
-0.7647770595558312,0.6938388699002109,1,0,0,0
-1.2125243758177668,0.1304176787106931,1,1,0,0
1.5995305844992673,-0.484267736522393,0,0,1,0
-0.6954926009386735,-0.33365381387049997,0,1,0,0
0.298121759733968,0.6770733521700321,1,1,1,1
-0.4442890940025331,-0.7996068937891845,0,1,0,1
-1.098855293927392,-1.5437793884605422,0,0,0,0
-1.172263834156283,1.6770029699524125,1,0,0,0
-0.9040434216511304,-1.2647367415595778,0,0,0,0
0.4107214584096713,-0.5682003109106816,0,0,1,1
-0.5540391488308416,0.060941843775823124,1,1,0,0
0.2088880347474419,-0.16219849737390304,0,1,1,1
0.3363309619312137,1.175053755771058,1,0,1,1
-1.352439124548288,-0.7700906054110634,0,0,0,0
-0.8296621370587385,1.028511858989271,1,0,0,1
-0.08354186824799148,-0.5689030569347429,0,1,1,1
0.2833742175278649,0.32715363975361916,0,1,0,1
-0.2641019574734755,0.4041584513158268,1,1,0,1
-1.3610365128408826,0.5858008592165043,1,0,0,0
-0.19543707999994087,-1.123951153478642,0,0,0,1
0.25714784503817695,-0.5287169277043102,0,0,0,1
-0.45185794460761985,-0.7186683650923937,0,1,0,1
0.9282776004710157,-0.4855653722959726,1,1,1,0
-0.2147043459248187,0.8305686806594959,1,1,0,1
-0.44830902642329273,1.139483126771095,1,0,0,0
-0.3717019780839017,0.19068116213002878,1,1,0,0
0.5971275881536797,0.42535282077062714,0,1,1,0
0.3691623419743306,-0.9875406953960331,0,0,1,1
0.06221529462113223,2.097711768489889,1,0,1,1
0.34481137903330444,1.000815546686001,1,0,0,1
-0.33104365154882753,-0.5287750984070093,0,1,0,0
-0.5973729660787521,-0.6179423959998198,0,1,1,1
1.040594565879637,-0.4916388683052958,0,1,1,0
1.064195064151207,0.18695855271738515,1,0,1,0
-0.40495154861791566,0.4980251933460784,1,0,0,1
-1.3642570106001115,0.2967893454820969,1,1,0,0
0.2205064010790329,0.4185593981093566,1,1,1,1
-0.1568076793023557,0.6924164067294893,1,0,0,1
-0.6946366632704559,0.17367767754995797,1,1,0,0
1.2652666547313722,0.07547453385732367,0,1,1,0
-1.638449436210289,0.693248701570389,1,1,0,0
0.6033424383099874,0.5270005726684664,1,1,1,1
-0.8687426579904072,0.05925183646674531,0,1,0,0
0.2808848600498931,-1.0695921620332647,0,0,1,0
-0.6822437076085199,0.5480802059425106,1,1,0,0
0.8419502957816158,-0.5600496682765592,0,1,1,0
1.2389947470722744,-0.07574738906164608,1,1,1,0
-0.08077241051593739,-0.4009098307031698,1,1,0,1
-1.0605925891409904,-0.8557452067952628,0,0,0,0
1.0879371408282275,-0.5160627372547364,0,1,1,1
1.3468154793478286,1.4043768308064783,1,0,1,0
-0.8260299342193566,0.2997659796929441,1,1,0,0
0.31394476590473214,1.562149912298174,1,0,1,1
-0.4688505454947711,-0.28563048726808865,1,1,0,1
0.8349381652916066,-0.27252551200517144,1,1,1,0
1.0532108086116783,-0.44455047522659963,0,0,1,0
1.1698403845970586,-0.92197753297551,0,1,1,0
0.6600223757251646,0.27322689795233085,0,1,1,0
-1.2069862623241037,-0.1248011187621611,1,1,0,0
-0.23107841128229384,-0.440577172863716,0,1,0,1
-0.7807069160948544,-0.6968863399663211,0,1,0,0
-0.49632658150147596,-0.8791190246650747,0,0,0,0
0.3386206814970104,-0.8059991643273441,0,0,1,1
-0.3575786563517055,-0.011554417516552173,0,1,0,0
-0.4838511973248319,0.25016816807261777,1,0,1,1
-0.31085900376368986,0.700076168561842,1,0,1,1
-0.3673201460235823,0.32114327611236165,1,1,0,1
-1.2829923009383375,-0.19115032376768581,0,0,0,0
0.8321148736005081,-0.28387823857482736,1,1,1,0
1.9976025766257661,0.46026372630227186,1,1,1,0
-0.28913315336120254,-0.5084532737236932,0,1,0,1
-0.8934538945080621,-0.3917841489585574,0,1,0,0
