I,Q,bit0,bit1,bit2,bit3
1.0319810499690991,0.9167168803207117,1,0,1,0
-1.0728825823645058,-0.5164754135000086,0,1,0,0
-0.17070538364061288,0.9629201953945847,1,0,0,1
0.22366828121490917,-0.15208857270349918,0,1,1,1
-0.3498972884215111,0.1438135149467903,1,1,0,1
-1.1026077359107613,-1.0349635288692969,0,0,0,0
-0.8760045764289278,0.8624816744631996,1,0,0,0
1.1019933520324516,0.8457931651999171,1,0,1,0
-0.8249808116931132,0.41714619097846256,1,1,0,0
-0.3744030265425737,0.3464177332636955,1,1,0,1
-0.30252836465541993,-0.8443287738835528,0,0,0,1
-0.8276959893884233,-0.9833028159873076,0,0,0,0
-0.42240362614190996,-0.582021891934414,0,1,0,1
0.48042050005132164,-0.9696167947415179,0,0,1,1
-0.8170971709600633,-0.9617747364338775,0,0,0,0
-0.8889063718644421,0.9232197552220666,1,0,0,0
-1.029378953130834,-0.9972575082853229,0,0,0,0
0.423499241432278,-1.0032937516463605,0,0,1,1
-0.8125509576412324,0.29935642636359694,1,1,0,0
-0.380011740861779,0.8002526580208957,1,0,0,1
-0.11663494242403949,-0.7166497949576316,0,0,0,1
-1.0277255341236238,-0.3044157859887623,0,1,0,0
0.23333026076773106,0.07667869888493245,1,1,1,1
0.30483515740439554,0.775020821541384,1,0,1,1
0.14425687228055045,-0.8130044798798861,0,0,1,1
-0.5374027187126657,-0.8131636822771076,0,0,0,1
-0.24365790128552017,0.9151295436899688,1,0,0,1
1.0071838816274132,-0.20972223079497954,0,1,1,0
-0.9679667380378186,-0.7827054628633554,0,0,0,0
0.48149571392230406,-1.0539899863055993,0,0,1,1
-0.9131527777813445,1.0927401097582319,1,0,0,0
-0.2883022700029843,-0.09678757359346857,0,1,0,1
0.9527524708526798,0.2838736493221401,1,1,1,0
-1.0392001761019474,0.9077899048464945,1,0,0,0
-1.0005022062816045,-1.0034042416616724,0,0,0,0
-1.0235102301290646,0.8949186398163915,1,0,0,0
1.0846819984596139,0.8752588199146504,1,0,1,0
0.792749684444501,0.3269510088019819,1,1,1,0
-0.1900091205032023,-0.9673254174358386,0,0,0,1
-0.2638429580896212,0.4809696152523468,1,1,0,1
-0.22223613041600265,0.9571147805991981,1,0,0,1
-0.8829674309713405,1.0537626914714644,1,0,0,0
0.9242348914043059,1.0662158747433568,1,0,1,0
0.2542427676668006,0.8791841592062233,1,0,1,1
-0.7216836775628286,0.9877023098573849,1,0,0,0
0.022865164472904098,-0.968485112235585,0,0,1,1
-0.30147626201810485,0.8478666334851841,1,0,0,1
-0.8005814648502858,0.3316173873052048,1,1,0,0
0.4972508620260539,-0.4146649073048672,0,1,1,1
0.3121054278686766,1.016577137054198,1,0,1,1
-0.8650886713436866,-0.29426066912772036,0,1,0,0
-0.8979690411852921,0.44264591337164194,1,1,0,0
0.4684719265418894,-0.495493173470704,0,1,1,1
0.1971668227850731,-0.9062641359335651,0,0,1,1
-0.5270336620659011,0.4951661906696945,1,1,0,1
0.20148061439707643,-1.0886929055856953,0,0,1,1
1.3585724983794303,-0.18158879176341336,0,1,1,0
1.0010269694642282,0.4214797608424366,1,1,1,0
1.062437908913958,0.2416081825168247,1,1,1,0
0.8975186766859197,-0.23574168648153698,0,1,1,0
1.0726080012344272,1.161056911037478,1,0,1,0
-0.835718296093393,-0.49898270547361123,0,1,0,0
-1.085338014470657,0.5688930605558336,1,1,0,0
0.32549422753689267,0.8615161510705481,1,0,1,1
-1.054434720473253,0.26163756063773963,1,1,0,0
0.573767180404392,0.25000978189005174,1,1,1,1
-0.3547451408390749,-0.4234680833039237,0,1,0,1
0.6983845161630677,0.4313313238649631,1,1,1,0
-0.7787049119251767,0.14241586909821868,1,1,0,0
0.31229847805766636,0.9221074057029454,1,0,1,1
0.1393016459890968,-0.34520694528349094,0,1,1,1
-0.9413069302089181,-0.8517663693381485,0,0,0,0
0.9729423513665852,-0.8907695980032543,0,0,1,0
0.19555953814923382,-1.0872932034714102,0,0,1,1
-0.26695935010141314,-0.8933373571150931,0,0,0,1
-1.0207803852364041,0.9297425725239656,1,0,0,0
0.5562838174871505,-0.8072436387877313,0,0,1,1
0.8674481054567801,-0.9117433926507299,0,0,1,0
1.0150699382868587,-0.21467451871286664,0,1,1,0
-0.7891439276282917,0.8031127150032942,1,0,0,0
0.3761980616026178,-1.132810522350542,0,0,1,1
-1.0303792150744604,0.9973662762300113,1,0,0,0
-0.07641706447096652,0.8145778636878018,1,0,0,1
-0.43292484762701067,-1.0665570184761768,0,0,0,1
-0.3649895091412924,-0.39375969046058606,0,1,0,1
0.21389452053040112,0.09628119638026292,1,1,1,1
-0.259513596890075,-0.25701378450518636,0,1,0,1
-0.9996132614676441,-1.0032988927511712,0,0,0,0
0.3880021580969768,-0.6410807965562064,0,0,1,1
-0.9344198349856372,-0.30615733740592843,0,1,0,0
1.1250549932812195,0.19407672741240184,1,1,1,0
0.2443835844024262,0.3337904178149628,1,1,1,1
-1.0022752564374457,-0.9667383926116074,0,0,0,0
-0.49514950155654314,-0.3540074101643895,0,1,0,1
-0.27113893801635225,-0.8268649081611462,0,0,0,1
1.0792962580678458,0.9546586305931363,1,0,1,0
0.29672503445930326,-0.8648583437518683,0,0,1,1
