I,Q,bit0,bit1,bit2,bit3
-0.98284821,-0.887676709,0,0,0,0
-0.26617646,-0.404638748,0,1,0,1
0.78888448,0.363609259,1,1,1,0
-0.84989354,-0.960976855,0,0,0,0
0.17211697,0.460862395,1,1,1,1
-0.36147661,-0.282473303,0,1,0,1
0.40393488,0.948911452,1,0,1,1
-0.88104251,-0.305552007,0,1,0,0
-0.29354219,0.822483218,1,0,0,1
-0.40023974,-0.870836152,0,0,0,1
0.36214604,-0.422769392,0,1,1,1
0.27521214,0.271051458,1,1,1,1
0.90843512,0.326003585,1,1,1,0
0.97928491,-0.331359506,0,1,1,0
-0.33389561,-0.229717688,0,1,0,1
0.87351674,-0.350144407,0,1,1,0
0.43278352,-0.924135724,0,0,1,1
0.32881027,0.370587101,1,1,1,1
-0.28456816,0.846170828,1,0,0,1
-0.33311434,0.272139216,1,1,0,1
-0.36657912,-0.303145152,0,1,0,1
0.34512134,-0.322404208,0,1,1,1
-0.99275906,-0.213191857,0,1,0,0
0.40111784,1.074643787,1,0,1,1
-0.96497143,-0.221519813,0,1,0,0
0.32757084,0.917551471,1,0,1,1
0.31151191,-0.403639277,0,1,1,1
-0.32255079,0.796672237,1,0,0,1
-0.28737984,1.0406796,1,0,0,1
-0.94263963,0.43483933,1,1,0,0
0.97065247,0.386092132,1,1,1,0
-0.36534718,-0.884072293,0,0,0,1
1.02514536,0.868201155,1,0,1,0
-0.32020514,-0.863185371,0,0,0,1
-0.97421082,-0.336100723,0,1,0,0
-1.05603790,0.393249216,1,1,0,0
-0.31097257,-0.942955507,0,0,0,1
-0.92961873,-0.93768278,0,0,0,0
-0.91814456,-0.286160533,0,1,0,0
0.38161306,-1.03170046,0,0,1,1
1.00572698,-0.387689328,0,1,1,0
-0.42510833,0.984118906,1,0,0,1
-0.26097552,-0.75408629,0,0,0,1
-0.36724542,-0.401549803,0,1,0,1
-0.35343159,-1.056232822,0,0,0,1
1.00713991,-1.003159289,0,0,1,0
-0.93562265,0.347203066,1,1,0,0
0.86174732,-0.848944394,0,0,1,0
-0.84312736,0.915332477,1,0,0,0
-0.95203055,0.335973864,1,1,0,0
1.11534516,-0.862614888,0,0,1,0
0.99943910,0.261413791,1,1,1,0
0.29421754,0.22473908,1,1,1,1
-0.41706669,0.286523262,1,1,0,1
1.02198723,-0.366955304,0,1,1,0
0.97250473,0.999823521,1,0,1,0
-0.44480450,0.313696462,1,1,0,1
-0.28284269,0.212674499,1,1,0,1
0.97205183,-0.376194408,0,1,1,0
-0.40067869,-0.874393161,0,0,0,1
0.42157328,1.030373495,1,0,1,1
0.94389129,-0.213575307,0,1,1,0
-1.07140053,-0.479313653,0,1,0,0
0.31077401,-1.002599781,0,0,1,1
0.27623103,-0.250939353,0,1,1,1
0.92849143,-0.91931355,0,0,1,0
0.27733493,-1.076343485,0,0,1,1
-0.37970550,-0.247139026,0,1,0,1
0.29015314,0.411767427,1,1,1,1
0.91636355,-0.302721595,0,1,1,0
-1.05407228,0.28208557,1,1,0,0
0.91326095,0.847775109,1,0,1,0
0.34489498,1.082071288,1,0,1,1
-0.25289478,0.254000715,1,1,0,1
-0.49371843,-0.33283987,0,1,0,1
-0.31572387,0.157475317,1,1,0,1
-0.98111627,0.239422281,1,1,0,0
-0.96498542,-0.977277307,0,0,0,0
-0.36366864,0.348254599,1,1,0,1
-0.86893763,0.91175317,1,0,0,0
-0.90675790,0.871609158,1,0,0,0
-0.41212886,-0.26303263,0,1,0,1
0.95848008,1.085947584,1,0,1,0
0.21693102,0.80919959,1,0,1,1
-0.29289761,0.368743305,1,1,0,1
0.38250789,-0.375292238,0,1,1,1
0.19783106,0.856235537,1,0,1,1
-0.43626999,1.000856559,1,0,0,1
0.35872030,0.302643103,1,1,1,1
0.30506645,-0.362138579,0,1,1,1
-0.41098304,-0.278179789,0,1,0,1
-0.32499659,-1.000641789,0,0,0,1
-0.89425340,0.410268734,1,1,0,0
0.47430883,-0.259919092,0,1,1,1
-0.97081367,0.268625375,1,1,0,0
-0.93412023,-0.911129815,0,0,0,0
-1.12172846,0.283210769,1,1,0,0
0.94385845,-0.834370012,0,0,1,0
-0.43484305,0.861925198,1,0,0,1
-0.38347468,0.234739288,1,1,0,1
-0.26360798,-1.026113451,0,0,0,1
-0.77599464,-0.274543171,0,1,0,0
0.26106892,-0.222884732,0,1,1,1
-0.35205213,-0.283801784,0,1,0,1
-0.22118947,-0.837829996,0,0,0,1
-0.97512525,-0.928927249,0,0,0,0
-0.31293990,-0.944231836,0,0,0,1
-0.27422770,0.971883972,1,0,0,1
-0.31866214,-0.419924374,0,1,0,1
0.25152113,-0.319670297,0,1,1,1
0.91333836,-0.982221077,0,0,1,0
-0.88406510,-0.927654719,0,0,0,0
0.89860639,-0.233524693,0,1,1,0
-0.95087069,0.899296407,1,0,0,0
0.89933834,-1.007949479,0,0,1,0
-0.35484917,0.391691672,1,1,0,1
0.90405681,0.25216865,1,1,1,0
-0.40407132,0.969810834,1,0,0,1
0.25983337,0.363457817,1,1,1,1
1.06715717,0.290622603,1,1,1,0
-0.35989557,-0.922490099,0,0,0,1
-0.27124139,0.341223382,1,1,0,1
-0.32951586,-0.19935233,0,1,0,1
-0.88311716,-0.356389776,0,1,0,0
1.01239235,-0.940098502,0,0,1,0
-0.36747783,-1.064224132,0,0,0,1
-0.17934942,0.952557413,1,0,0,1
0.31825630,0.932959906,1,0,1,1
0.89688358,-0.90468638,0,0,1,0
-0.86991968,0.422142104,1,1,0,0
0.33387598,0.938660899,1,0,1,1
-0.37454254,-1.035121291,0,0,0,1
0.42135338,0.921053817,1,0,1,1
-0.92792329,-0.362668505,0,1,0,0
-0.23089281,-0.308931283,0,1,0,1
0.88700766,-0.334679993,0,1,1,0
-0.40046584,0.965527526,1,0,0,1
0.32488703,-0.843817876,0,0,1,1
0.32636175,-0.344966416,0,1,1,1
1.00653100,0.901697232,1,0,1,0
-0.88910688,0.848459958,1,0,0,0
0.93369597,-0.96681668,0,0,1,0
0.30531450,1.158482045,1,0,1,1
-0.26203301,0.994305699,1,0,0,1
0.90071255,-0.297734885,0,1,1,0
-0.24136944,-0.933952228,0,0,0,1
-0.41391775,1.071393984,1,0,0,1
0.40521179,-0.911713863,0,0,1,1
0.97907799,-0.341048809,0,1,1,0
-0.24248048,-0.305408534,0,1,0,1
0.29890065,-0.89644194,0,0,1,1
-1.02652669,-0.956100941,0,0,0,0
-0.98511485,-0.25804225,0,1,0,0
0.95832844,-0.906281938,0,0,1,0
1.00722800,0.332098214,1,1,1,0
0.35843844,-0.317730567,0,1,1,1
0.96655488,-0.999276377,0,0,1,0
0.44930344,-0.438740385,0,1,1,1
-0.92852221,-0.95689727,0,0,0,0
0.22127846,0.387198119,1,1,1,1
-0.33250918,0.93374933,1,0,0,1
-0.37535250,-0.35093207,0,1,0,1
-0.83051796,-0.299537602,0,1,0,0
-0.28385347,-0.329053385,0,1,0,1
1.10277628,-0.968795127,0,0,1,0
-0.37643441,-0.34542619,0,1,0,1
0.95429351,0.334567912,1,1,1,0
-0.95278808,1.056595458,1,0,0,0
-0.24556377,-0.222676948,0,1,0,1
-0.89527599,0.995429963,1,0,0,0
0.97885583,-0.952203555,0,0,1,0
-0.32463404,0.350134511,1,1,0,1
0.33415469,0.931559442,1,0,1,1
0.38571073,0.370400407,1,1,1,1
0.82469904,0.251580876,1,1,1,0
-0.34428222,0.923751878,1,0,0,1
0.94683626,0.880899781,1,0,1,0
0.25699785,-0.843738681,0,0,1,1
-0.24208295,0.994292438,1,0,0,1
0.40539044,0.302097808,1,1,1,1
0.21529893,0.967591283,1,0,1,1
-0.24694878,0.966939097,1,0,0,1
0.95418012,0.981543616,1,0,1,0
0.97833730,0.314079809,1,1,1,0
-0.98970932,-0.884234039,0,0,0,0
-0.24981945,0.237184283,1,1,0,1
0.26066562,0.274453428,1,1,1,1
-0.89156166,-1.041568487,0,0,0,0
0.32040655,-0.275404117,0,1,1,1
-0.34171070,-0.904086144,0,0,0,1
0.43797432,-0.851475097,0,0,1,1
-0.27539955,0.878188749,1,0,0,1
-0.99426538,0.314551813,1,1,0,0
-0.92900870,0.930148146,1,0,0,0
-0.19317791,-0.938512724,0,0,0,1
-0.90890371,1.070643276,1,0,0,0
-0.17229970,0.365844405,1,1,0,1
0.41594146,-0.807561338,0,0,1,1
0.34260846,1.04306268,1,0,1,1
0.41989107,0.881223593,1,0,1,1
0.33607265,0.319777439,1,1,1,1
-0.35106029,1.018662865,1,0,0,1
0.30761354,0.979266601,1,0,1,1
0.94325727,0.156319712,1,1,1,0
0.90170502,-0.276465148,0,1,1,0
-1.03740047,-0.911591357,0,0,0,0
0.32944066,-1.011204219,0,0,1,1
0.42490109,0.324344612,1,1,1,1
0.86127414,-0.325527013,0,1,1,0
-1.06236495,0.269919886,1,1,0,0
0.91635910,-0.883059486,0,0,1,0
-0.24134674,-1.009198707,0,0,0,1
1.00837504,0.75004951,1,0,1,0
0.91248463,-0.336904569,0,1,1,0
-0.12732806,-0.42480272,0,1,0,1
-0.43413606,-0.297372617,0,1,0,1
-0.27778999,0.344041044,1,1,0,1
0.90987943,-0.353157045,0,1,1,0
-0.13342485,-0.940180454,0,0,0,1
-0.26615662,0.295021944,1,1,0,1
0.93291752,0.997370211,1,0,1,0
1.03468236,0.172319699,1,1,1,0
-0.91202026,-0.273483002,0,1,0,0
-0.90308703,0.966615449,1,0,0,0
1.03201977,0.904777208,1,0,1,0
0.86088605,0.305460447,1,1,1,0
0.15987115,-1.017826859,0,0,1,1
-0.33735773,0.902194217,1,0,0,1
-0.28823031,-0.824032815,0,0,0,1
0.27827582,-0.967373151,0,0,1,1
0.47265011,0.265825768,1,1,1,1
0.99540228,0.931723329,1,0,1,0
0.28465204,0.389861625,1,1,1,1
-0.34322466,-0.91109445,0,0,0,1
0.33047043,0.964405926,1,0,1,1
0.93944919,-0.926840349,0,0,1,0
0.28521886,0.372326724,1,1,1,1
0.90852461,0.935211058,1,0,1,0
-0.28878918,-0.834066557,0,0,0,1
-0.90994132,0.43959757,1,1,0,0
-0.88579812,-0.932448223,0,0,0,0
0.22147068,-0.857915486,0,0,1,1
-0.21054946,-0.293681124,0,1,0,1
0.96082367,-1.005015766,0,0,1,0
-0.92598976,0.954463034,1,0,0,0
-0.31228611,1.060377681,1,0,0,1
0.94681029,0.864448314,1,0,1,0
0.32636867,-0.250008309,0,1,1,1
0.98780222,-0.850113546,0,0,1,0
0.22363388,0.214989257,1,1,1,1
-0.40011723,0.442035716,1,1,0,1
0.24515279,0.322243948,1,1,1,1
0.95085553,-0.894157652,0,0,1,0
0.89096841,-0.844401237,0,0,1,0
0.94838269,0.394796298,1,1,1,0
-0.27069072,0.329285787,1,1,0,1
0.99953535,-0.97836426,0,0,1,0
-0.24356796,-0.22752696,0,1,0,1
-0.76130714,-1.027726504,0,0,0,0
-0.41131204,0.978076029,1,0,0,1
0.38190022,-0.209313844,0,1,1,1
-0.22185732,0.435743186,1,1,0,1
0.35638000,-0.904941375,0,0,1,1
-0.20394050,0.383878737,1,1,0,1
-0.88630959,-0.325685109,0,1,0,0
-0.35425781,-0.932170382,0,0,0,1
-0.35229632,-0.436735926,0,1,0,1
-1.06502516,-0.349214903,0,1,0,0
1.03661675,-0.39741431,0,1,1,0
-0.36465107,0.391838626,1,1,0,1
0.36293914,-0.402552414,0,1,1,1
0.20647919,-1.059822044,0,0,1,1
0.38078842,-0.468258442,0,1,1,1
-0.31999212,-0.3581834,0,1,0,1
0.36551899,-0.357997833,0,1,1,1
0.37981486,0.415963856,1,1,1,1
-0.33064954,-0.419028555,0,1,0,1
-0.97449188,0.221531389,1,1,0,0
0.27699173,-0.850340838,0,0,1,1
1.02617944,-0.751207653,0,0,1,0
-0.88662012,0.359539661,1,1,0,0
-0.91460601,-0.832073175,0,0,0,0
1.02875167,0.791930199,1,0,1,0
-1.00379511,0.342313037,1,1,0,0
0.53609340,-0.353425897,0,1,1,1
0.20336984,-1.001653644,0,0,1,1
-0.91458350,0.934302161,1,0,0,0
-0.36815801,0.238444756,1,1,0,1
-0.98825244,-0.329598732,0,1,0,0
0.95732697,-0.939527666,0,0,1,0
0.87711395,0.91483694,1,0,1,0
-1.02856832,0.936636037,1,0,0,0
-1.09094201,-0.997462614,0,0,0,0
0.28107830,-0.946999652,0,0,1,1
0.33355850,-0.948988964,0,0,1,1
-0.90325886,-0.919285583,0,0,0,0
-0.82285194,1.059231202,1,0,0,0
-0.90792914,-0.375558048,0,1,0,0
0.96107290,-0.351824575,0,1,1,0
1.00703790,0.95779233,1,0,1,0
0.90955821,-1.032497025,0,0,1,0
-0.88253714,-0.871887255,0,0,0,0
-0.91530239,0.945285978,1,0,0,0
-0.76888373,-0.383601946,0,1,0,0
0.88704831,-0.209141212,0,1,1,0
1.07545286,-0.951006101,0,0,1,0
0.37800295,-0.985629097,0,0,1,1
-0.26407774,0.369848089,1,1,0,1
-0.21831617,-0.851214575,0,0,0,1
-0.33022430,-0.392639162,0,1,0,1
0.39631814,-0.39195533,0,1,1,1
-0.30207769,-0.316961999,0,1,0,1
0.96402886,-0.374162363,0,1,1,0
1.03519889,1.037496772,1,0,1,0
1.02369210,0.370442977,1,1,1,0
0.32893516,-0.828765425,0,0,1,1
0.91465559,1.03810964,1,0,1,0
-0.94998563,-0.506591583,0,1,0,0
0.39701661,0.352013144,1,1,1,1
-0.33969321,-0.954475081,0,0,0,1
0.20368110,-1.013788763,0,0,1,1
-0.89538205,1.0210187,1,0,0,0
-0.28224841,0.850268118,1,0,0,1
-0.25433762,-0.33681069,0,1,0,1
0.42835793,0.180695461,1,1,1,1
0.23246897,-0.415070114,0,1,1,1
-0.28913015,-0.919312821,0,0,0,1
-0.25561312,0.929220148,1,0,0,1
-0.30180621,0.225105385,1,1,0,1
-0.31135433,0.886430667,1,0,0,1
0.31110009,0.297178304,1,1,1,1
0.94812651,0.356706744,1,1,1,0
0.78935896,-1.026820176,0,0,1,0
-0.89441775,0.868698753,1,0,0,0
0.41488588,-0.937600631,0,0,1,1
-0.33501418,-0.369590675,0,1,0,1
0.33596674,0.408175816,1,1,1,1
-0.36465436,-0.346362642,0,1,0,1
0.96234643,-0.900317623,0,0,1,0
-0.21933099,-0.98866271,0,0,0,1
0.74424286,-0.864877743,0,0,1,0
0.34994954,-0.950362832,0,0,1,1
1.00551918,-0.979620844,0,0,1,0
-0.79781371,0.925300456,1,0,0,0
-0.36734402,-0.200851789,0,1,0,1
0.92754776,0.738787462,1,0,1,0
0.85621842,0.23968438,1,1,1,0
-0.35625512,0.389461376,1,1,0,1
-0.23731460,0.96202416,1,0,0,1
-0.87605000,0.338887225,1,1,0,0
-1.09810229,-0.453395393,0,1,0,0
-0.24412450,0.833433489,1,0,0,1
-0.31928596,0.178449494,1,1,0,1
-0.90722401,-0.183790139,0,1,0,0
-1.02910475,0.899217468,1,0,0,0
0.21745980,0.882767331,1,0,1,1
0.92391377,0.962585603,1,0,1,0
1.01211363,1.018433264,1,0,1,0
-1.02641300,0.140628364,1,1,0,0
1.01519739,-0.35955464,0,1,1,0
0.86110315,-0.969156452,0,0,1,0
0.94239118,0.288919442,1,1,1,0
0.28591305,-0.93348934,0,0,1,1
-0.92187688,1.052828185,1,0,0,0
-0.89144393,-0.448684524,0,1,0,0
-1.00813486,0.283809221,1,1,0,0
-1.03860530,0.902672394,1,0,0,0
0.33949202,0.297625085,1,1,1,1
0.36037875,-0.682071992,0,0,1,1
-0.20411606,0.395268403,1,1,0,1
1.01021911,1.000598116,1,0,1,0
-0.32394069,0.390208991,1,1,0,1
-0.99811009,-1.038883129,0,0,0,0
-0.27186095,-1.054016361,0,0,0,1
-0.24740385,0.353515479,1,1,0,1
-0.43822141,0.324152764,1,1,0,1
-0.32776050,0.346839338,1,1,0,1
-0.33092178,-0.982534914,0,0,0,1
-0.38716654,-0.991061253,0,0,0,1
0.38228166,-0.336301471,0,1,1,1
-0.24206252,-0.281217853,0,1,0,1
0.31586893,0.325871265,1,1,1,1
-0.27614491,-1.026374797,0,0,0,1
-0.93948926,-0.289113373,0,1,0,0
0.96194569,0.390054123,1,1,1,0
-0.97412771,0.989924595,1,0,0,0
0.36140202,-0.366187753,0,1,1,1
0.34866604,0.201181869,1,1,1,1
-0.95161075,0.833440644,1,0,0,0
1.02867776,0.96337322,1,0,1,0
1.07295782,1.003248686,1,0,1,0
-0.95998778,0.928707344,1,0,0,0
